Department,Job Role,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility,Attrition
3,4,71,86.19,86.7,4.1,96.78,47,4.3,30,0,0
0,1,79,81.67,83.12,4.7,95.37,45,4.4,6,0,0
4,3,76,88.54,92.4,4.3,83.46,37,3.0,6,0,0
3,4,76,63.76,96.59,3.1,81.24,51,3.1,1,0,0
1,11,62,77.84,93.31,4.4,74.95,47,4.5,16,0,0
0,8,74,84.21,88.22,3.8,73.89,52,4.9,29,0,0
4,3,84,83.61,84.64,3.2,95.22,41,4.3,4,0,0
1,9,78,64.0,75.75,4.1,75.71,49,3.0,6,0,0
1,9,82,83.17,89.62,3.5,79.13,40,3.8,0,0,0
1,11,82,94.36,76.02,3.9,76.0,47,3.3,1,0,0
0,2,96,84.77,86.72,3.7,70.3,41,4.1,28,1,0
2,14,55,87.69,78.35,4.2,84.61,45,3.5,26,0,1
1,7,68,90.72,90.17,4.4,97.05,39,3.5,25,0,0
2,5,85,79.87,94.92,4.9,74.9,45,4.1,9,0,0
2,14,100,74.52,97.04,4.4,82.64,46,4.5,11,1,0
4,3,70,65.11,86.18,4.1,90.61,45,4.1,10,0,0
3,12,95,73.83,86.48,3.0,93.52,44,4.4,28,1,0
3,4,72,83.52,88.48,3.8,98.34,36,3.9,24,0,0
4,3,76,60.12,95.76,4.8,88.72,43,4.8,8,0,0
4,13,80,76.23,86.22,4.3,98.27,47,4.4,10,0,0
4,0,66,83.37,86.69,4.0,95.46,52,3.3,11,0,0
4,13,98,74.36,90.87,4.0,77.73,48,3.3,18,0,0
0,2,99,77.28,91.44,4.6,74.89,43,3.0,10,0,0
2,6,88,91.3,75.36,3.9,74.87,54,4.9,12,1,0
4,13,83,89.41,98.91,4.8,77.04,47,4.7,18,0,0
1,11,57,78.22,95.6,3.7,71.12,41,3.9,8,0,0
0,2,100,62.65,76.84,3.1,86.22,41,4.5,22,1,0
1,9,79,64.23,76.08,4.0,97.84,53,3.4,30,0,0
4,0,58,87.83,87.97,4.9,95.34,38,4.3,22,0,0
1,11,80,75.55,76.44,4.9,76.7,36,3.7,21,0,0
0,2,72,89.78,91.59,4.5,79.4,36,4.6,28,0,0
4,3,87,71.76,84.21,3.1,88.25,35,3.5,19,0,0
2,14,90,69.04,89.72,4.2,87.04,42,4.0,6,0,0
2,5,85,86.81,78.35,3.5,82.22,40,3.8,16,0,0
2,14,82,76.73,93.71,3.2,78.61,44,3.4,2,0,0
3,10,81,87.97,89.2,4.9,93.53,43,4.9,16,0,0
4,3,79,94.29,84.05,3.4,87.2,47,4.6,11,0,0
4,13,54,79.33,88.08,3.7,99.08,44,4.2,10,0,0
3,4,53,84.57,82.76,3.0,97.42,36,4.1,20,0,1
3,12,55,83.29,97.13,3.6,86.25,38,4.2,15,0,0
1,7,77,88.91,93.05,3.3,94.78,41,4.6,29,0,0
0,2,61,84.35,89.95,3.3,71.31,53,4.1,0,0,0
3,10,80,64.93,96.54,3.3,86.84,47,3.6,21,0,0
1,11,73,69.48,78.91,4.2,87.13,51,3.6,27,0,0
3,10,73,64.77,81.71,4.1,79.82,40,5.0,13,0,0
2,6,60,68.54,95.63,4.9,95.98,55,4.5,26,0,0
4,13,58,70.82,93.52,3.6,74.5,54,4.3,5,0,0
4,13,84,82.72,76.55,4.1,75.77,41,4.6,11,0,0
3,12,50,89.21,88.87,4.1,99.63,39,4.1,25,0,0
1,11,61,75.58,84.37,4.2,88.93,55,4.1,7,0,1
2,5,75,81.58,87.21,3.8,94.68,53,4.7,10,0,0
1,11,61,60.06,89.49,4.6,83.51,47,4.7,20,0,0
3,12,82,81.69,76.35,3.8,92.1,37,4.7,25,0,0
0,1,51,62.86,93.55,3.5,94.9,54,3.3,3,0,0
2,14,69,77.21,93.77,4.9,90.3,46,4.8,10,0,0
2,5,74,69.61,94.39,3.2,99.53,47,4.7,25,0,0
1,7,90,60.81,95.26,3.0,80.46,53,3.4,4,0,0
2,14,55,78.79,79.19,3.8,89.39,45,3.7,28,0,1
1,9,56,83.63,81.27,4.6,86.4,50,3.1,0,0,1
1,7,67,70.79,79.98,3.2,95.85,48,4.5,30,0,1
2,6,66,91.39,91.09,3.7,77.82,46,4.2,29,0,0
1,9,97,79.49,81.48,4.1,99.52,46,4.0,6,0,0
3,12,65,72.96,99.55,3.4,71.72,53,3.3,29,0,0
4,13,74,88.34,75.18,3.6,79.61,42,4.8,25,0,0
2,6,98,68.26,96.69,4.2,84.69,45,4.7,16,1,0
4,13,73,74.59,80.39,3.5,84.75,36,4.7,25,0,0
2,14,51,61.08,88.38,3.9,92.43,55,4.2,25,0,0
1,7,53,86.37,97.66,3.9,98.45,49,3.1,10,0,0
4,0,68,90.48,92.51,3.0,70.65,45,3.5,26,0,0
3,12,77,72.83,91.02,4.9,80.57,38,4.2,30,0,0
0,1,84,93.82,81.83,3.5,85.43,52,3.8,7,0,0
3,12,87,80.59,90.05,4.8,85.48,55,3.5,24,0,0
2,14,96,64.99,95.59,3.8,70.75,53,3.5,21,0,0
0,1,56,61.76,85.88,4.0,72.72,44,4.0,7,0,0
3,12,97,87.67,94.07,4.1,74.2,39,4.0,0,0,0
0,1,78,61.28,84.62,4.9,81.03,38,3.0,16,0,0
4,0,66,78.55,81.06,3.4,79.82,54,4.8,14,0,1
4,3,92,76.58,91.15,5.0,85.45,54,4.7,18,1,0
4,0,87,91.89,88.28,3.6,94.22,45,4.8,22,1,0
1,9,92,60.73,80.12,4.6,79.88,51,5.0,17,1,0
4,3,90,85.64,92.05,4.8,75.91,49,4.2,22,1,0
0,2,92,88.25,93.07,3.9,86.51,50,3.9,28,0,0
2,14,84,92.59,86.11,4.5,75.69,36,4.7,21,0,0
1,7,66,93.95,96.7,3.1,71.5,41,3.6,1,0,0
4,3,86,63.96,79.03,4.1,91.1,37,3.2,9,0,0
3,12,56,72.57,85.73,4.7,93.77,54,4.5,0,0,0
3,12,55,92.3,86.8,3.7,95.28,51,4.5,6,0,0
4,0,66,72.09,81.55,4.5,89.46,46,3.2,9,0,1
0,2,87,85.44,90.17,4.3,89.51,53,4.6,25,1,0
2,14,87,81.17,93.89,4.7,91.95,49,3.4,30,0,0
3,10,87,83.01,83.4,4.3,71.45,53,3.9,23,0,0
0,2,96,67.84,78.24,3.6,74.79,50,4.6,3,1,0
3,10,60,82.33,82.16,3.2,70.2,40,4.8,6,0,1
1,11,98,77.22,90.26,4.5,95.85,45,3.5,26,0,0
2,5,86,87.57,83.31,4.3,90.34,46,4.9,8,1,0
0,8,50,68.33,87.34,3.7,98.85,38,3.5,22,0,0
0,2,90,79.57,83.81,3.7,70.01,45,3.7,21,0,0
1,11,57,76.24,90.96,4.5,78.25,41,4.8,26,0,0
3,12,54,68.82,88.11,3.9,86.39,47,4.3,10,0,0
0,8,50,77.24,75.06,3.1,97.4,48,4.9,22,0,1
0,8,60,67.59,91.5,3.4,79.9,36,3.4,6,0,0
0,8,58,76.85,92.07,5.0,96.65,42,3.9,25,0,0
4,3,63,89.87,86.69,4.2,84.48,36,3.3,29,0,0
1,9,64,75.58,79.48,3.5,83.74,43,3.2,20,0,1
0,1,96,73.97,99.89,4.3,80.52,36,3.2,6,0,0
0,8,52,71.44,99.41,4.2,89.38,46,3.7,28,0,0
2,14,86,81.3,99.04,4.7,99.5,42,3.6,21,0,0
1,7,72,76.05,76.74,3.2,92.17,51,3.5,5,0,0
0,1,96,89.91,79.33,3.5,80.47,52,3.7,16,0,0
0,2,85,71.91,88.4,4.0,97.47,39,4.8,5,0,0
1,9,52,61.37,87.92,3.2,74.71,54,3.2,9,0,0
1,9,95,82.26,90.12,3.3,78.62,44,3.7,0,0,0
0,2,80,62.9,88.26,4.6,90.48,54,3.0,17,0,0
3,12,56,78.29,95.01,3.8,79.25,37,3.7,20,0,0
3,10,63,67.74,87.51,4.0,81.04,37,4.3,1,0,0
2,6,98,67.05,98.42,4.0,72.04,35,4.7,24,1,0
3,10,58,92.82,79.02,4.9,90.56,41,4.3,4,0,1
0,2,93,92.91,99.08,3.1,87.98,40,4.9,7,1,0
3,4,61,82.24,98.66,3.8,74.95,41,3.7,0,0,0
3,12,67,64.02,82.52,3.7,71.55,54,3.3,22,0,1
3,10,69,71.97,80.02,4.5,86.84,39,4.2,0,0,1
0,2,64,93.55,95.87,4.5,94.97,52,4.0,30,0,0
1,7,80,89.73,79.47,3.7,79.36,45,3.5,19,0,0
3,4,76,84.16,85.99,4.7,79.62,50,3.1,26,0,0
0,8,82,61.02,92.88,3.0,90.69,48,3.3,4,0,0
0,2,51,82.1,78.31,3.5,73.02,44,4.0,0,0,1
0,2,74,86.82,89.14,4.1,75.8,35,3.3,7,0,0
3,10,96,67.39,77.55,3.2,81.84,42,3.5,22,0,0
3,12,51,88.77,97.26,4.7,75.69,47,4.2,0,0,0
0,8,97,78.65,77.16,4.6,91.75,47,3.7,20,0,0
3,12,94,76.27,99.98,3.0,91.6,55,3.1,25,0,0
4,13,72,77.82,83.18,4.9,88.63,48,3.8,15,0,0
0,1,93,73.31,88.8,4.1,75.07,44,4.7,11,1,0
4,0,95,74.91,77.49,3.0,88.68,40,4.0,23,0,0
4,0,71,86.86,78.96,3.1,91.59,46,3.2,28,0,0
3,12,67,65.08,77.97,4.9,86.29,54,4.9,6,0,1
0,2,90,71.3,86.11,3.9,89.8,43,4.5,28,1,0
3,12,85,82.02,96.69,3.5,98.19,37,3.7,27,0,0
4,0,64,93.7,94.73,4.6,93.99,35,3.1,9,0,0
3,4,94,79.97,82.14,4.4,74.07,55,4.0,18,0,0
2,5,79,89.49,87.14,3.1,70.46,50,4.1,15,0,0
1,9,54,69.88,95.7,3.6,73.15,49,3.3,10,0,0
4,3,51,62.01,84.19,3.4,86.99,50,4.0,27,0,1
2,6,53,69.37,91.81,3.3,95.43,54,4.6,28,0,0
0,1,78,94.3,76.23,4.6,71.44,52,4.3,21,0,0
2,6,81,82.01,76.82,4.7,80.06,41,3.4,1,0,0
3,4,60,79.08,78.85,4.3,99.92,39,3.7,15,0,1
4,3,73,88.63,79.41,4.8,77.89,46,4.0,21,0,0
2,5,92,85.7,96.84,3.7,73.87,38,4.4,1,1,0
2,14,51,72.19,91.44,4.7,78.83,52,4.5,26,0,0
3,10,64,72.75,80.86,4.1,86.19,45,4.5,29,0,1
0,1,79,78.07,98.5,4.1,77.31,35,4.8,26,0,0
0,8,62,80.71,75.82,3.5,79.57,52,4.5,17,0,1
3,10,51,67.62,79.5,4.6,80.49,52,4.4,8,0,1
3,12,82,65.43,78.42,4.7,74.08,41,4.2,7,0,0
1,7,78,78.17,89.29,4.8,77.69,44,5.0,3,0,0
3,12,86,69.83,83.45,3.7,98.99,53,4.2,0,1,0
1,11,96,81.06,99.82,4.3,86.72,44,3.8,27,0,0
2,14,55,82.9,97.21,3.4,81.04,45,3.7,17,0,0
3,4,69,62.29,77.39,3.8,90.07,46,4.6,0,0,1
1,7,86,72.32,92.3,4.2,72.39,48,3.1,21,0,0
3,12,90,61.06,86.98,3.9,90.57,44,3.0,28,0,0
1,9,67,74.31,93.12,3.8,81.02,35,3.6,27,0,0
1,11,76,69.42,88.47,3.9,92.92,43,3.6,13,0,0
2,14,66,78.77,82.91,3.8,72.06,40,4.5,13,0,1
2,6,93,92.27,87.76,4.4,78.24,54,3.4,1,0,0
3,4,97,82.33,92.57,3.4,73.45,47,4.3,5,1,0
4,13,98,83.71,96.53,3.3,96.56,46,4.7,20,1,0
4,3,73,93.28,85.58,3.2,92.26,43,3.0,7,0,0
3,12,66,69.94,90.92,4.3,77.31,47,4.5,1,0,0
3,12,79,60.81,88.33,4.6,93.69,45,4.2,27,0,0
3,12,98,87.07,95.58,3.9,99.35,46,4.0,26,0,0
2,5,79,66.99,96.38,3.8,99.59,36,3.3,21,0,0
3,12,81,76.3,75.69,4.4,94.79,47,3.9,5,0,0
4,13,54,91.6,91.68,4.3,98.15,37,4.2,22,0,0
3,10,96,80.65,88.87,4.2,90.38,49,3.3,21,0,0
0,1,63,70.02,99.44,3.4,80.87,45,3.6,30,0,0
3,12,84,60.75,89.71,3.3,85.71,51,4.9,11,0,0
1,11,74,70.51,91.12,4.0,93.02,45,3.5,21,0,0
3,10,54,80.1,79.24,4.0,89.8,43,3.6,19,0,1
4,13,54,63.1,91.75,3.5,75.89,38,3.9,6,0,0
2,14,97,81.39,89.95,3.0,73.99,35,4.1,1,1,0
3,4,80,66.56,89.73,4.3,80.04,46,4.9,5,0,0
0,8,80,93.9,98.27,4.4,73.91,43,4.6,15,0,0
0,1,77,69.87,92.21,3.2,95.64,39,3.5,27,0,0
0,8,51,79.45,81.62,4.2,99.55,41,4.9,14,0,1
4,13,53,67.22,84.88,3.6,84.9,55,3.6,18,0,1
0,1,69,84.8,77.44,3.6,77.97,54,3.1,23,0,1
0,8,51,66.88,93.47,3.8,85.92,41,3.7,17,0,0
1,11,70,79.6,89.63,4.3,86.4,38,3.1,10,0,0
2,6,51,69.3,94.85,3.2,70.21,54,4.8,22,0,0
2,6,73,65.32,75.52,4.5,87.4,47,3.4,15,0,0
1,11,67,79.42,80.85,4.3,94.73,35,5.0,13,0,1
3,12,69,70.71,78.5,3.8,70.02,38,3.5,4,0,1
4,13,70,85.98,95.2,4.9,86.69,40,3.4,17,0,0
4,0,99,71.83,92.78,4.5,90.16,53,4.5,20,1,0
4,3,90,89.55,95.06,4.6,80.64,51,3.3,21,0,0
4,13,62,65.74,83.0,3.4,91.38,53,4.8,8,0,1
4,0,83,60.52,76.88,4.4,79.85,47,4.2,12,0,0
1,9,52,74.1,75.83,4.8,95.45,46,4.6,6,0,1
1,9,88,78.55,95.57,4.9,83.89,42,4.8,16,1,0
1,11,74,69.12,76.55,3.9,76.66,39,3.1,24,0,0
2,14,77,64.87,77.81,4.0,81.25,53,4.8,18,0,0
2,14,86,94.12,77.43,3.4,96.29,35,4.3,9,1,0
0,8,77,87.73,88.98,4.6,98.57,39,4.9,20,0,0
2,6,68,74.62,88.88,3.1,86.69,36,4.5,14,0,0
0,2,68,68.17,93.93,3.5,85.98,45,5.0,17,0,0
2,14,60,65.93,91.77,3.5,86.18,47,4.9,25,0,0
4,3,64,86.58,75.43,4.9,86.77,40,4.9,22,0,1
3,4,73,64.9,78.76,4.8,90.93,46,4.3,11,0,0
2,6,61,74.67,78.7,4.5,79.79,55,4.1,8,0,1
2,5,82,86.57,93.61,4.0,75.03,53,3.7,12,0,0
0,2,63,83.86,91.99,3.7,78.75,36,4.6,2,0,0
4,13,86,83.01,90.98,3.4,82.42,50,3.5,7,0,0
0,1,88,66.53,82.05,4.6,85.36,51,3.9,4,0,0
1,7,96,93.72,87.94,4.5,77.34,46,4.0,0,0,0
1,9,95,93.38,78.9,4.6,86.72,44,4.4,11,1,0
4,13,51,64.97,97.83,4.1,84.72,35,3.2,15,0,0
4,13,50,66.32,75.45,4.8,89.33,47,4.8,4,0,1
2,14,87,64.39,95.03,4.9,96.57,37,3.4,29,0,0
2,14,98,77.2,83.48,3.7,70.7,54,4.7,11,1,0
0,1,69,87.85,76.96,4.1,91.91,43,4.6,22,0,1
3,4,89,83.39,78.13,3.4,92.95,51,4.5,5,1,0
3,12,82,76.88,75.01,4.7,85.15,42,4.6,13,0,0
0,2,95,84.55,84.9,4.2,72.85,48,4.6,29,1,0
1,9,84,89.9,84.25,3.3,87.86,50,3.0,26,0,0
1,7,100,77.17,98.97,4.2,72.77,51,4.5,20,1,0
0,1,84,88.02,88.97,4.9,88.65,45,4.1,3,0,0
2,5,98,80.86,97.34,3.2,97.17,39,4.7,29,1,0
3,10,83,60.61,96.47,3.1,86.59,51,5.0,21,0,0
2,6,73,71.48,96.22,3.2,94.21,37,4.3,15,0,0
2,14,97,67.09,94.03,3.7,88.78,37,5.0,29,1,0
1,9,75,75.99,81.51,4.6,78.59,50,3.5,2,0,0
3,4,63,73.03,76.93,3.8,87.65,49,3.5,1,0,1
1,11,70,65.17,94.91,4.6,83.19,35,4.8,19,0,0
2,14,61,85.1,90.3,4.2,95.95,39,4.5,14,0,0
2,6,74,80.49,80.17,3.8,90.54,45,3.1,2,0,0
0,2,77,80.95,82.69,4.7,70.03,43,3.7,9,0,0
1,9,59,94.52,95.94,3.6,96.2,50,4.2,24,0,0
4,13,86,77.93,82.69,4.0,72.82,41,3.7,5,0,0
4,3,71,91.41,94.11,3.2,87.43,48,3.1,28,0,0
0,1,83,68.73,83.13,4.1,78.94,52,4.8,21,0,0
1,9,50,94.32,80.27,3.5,78.48,35,4.8,8,0,1
2,14,50,77.21,81.83,4.0,94.83,42,4.9,20,0,1
0,2,61,90.47,85.47,4.7,99.51,40,3.4,2,0,0
4,0,68,69.29,79.16,4.7,79.81,55,4.9,27,0,1
3,12,81,79.13,86.44,3.8,78.14,42,4.4,29,0,0
0,8,79,87.05,80.09,3.6,86.81,49,3.9,5,0,0
0,1,68,75.03,99.94,4.3,81.64,45,4.9,21,0,0
2,5,98,85.53,84.24,4.0,71.59,50,4.6,12,1,0
0,1,88,65.95,95.46,3.9,84.49,55,4.7,15,1,0
2,14,86,72.36,88.35,3.5,96.54,42,4.2,8,1,0
1,11,56,76.43,93.27,4.9,87.69,46,4.7,12,0,0
4,3,53,89.68,92.74,3.1,89.98,54,4.6,12,0,0
2,5,98,66.24,92.05,3.3,97.92,54,4.5,26,1,0
1,11,75,74.72,77.29,4.0,81.21,46,4.6,28,0,0
4,13,91,81.44,75.5,3.6,87.5,45,3.5,3,0,0
3,10,59,67.35,85.92,4.8,85.21,50,4.9,13,0,0
4,3,54,91.43,84.75,4.2,94.18,37,4.4,11,0,1
2,14,66,62.72,81.46,3.1,88.27,46,3.1,25,0,1
0,1,77,78.06,90.55,3.5,88.96,40,3.3,26,0,0
3,10,75,73.85,87.38,3.5,86.05,40,3.0,17,0,0
0,8,54,82.94,78.25,5.0,76.22,41,3.8,26,0,1
0,1,88,91.95,99.55,4.2,70.37,54,4.1,23,1,0
4,3,92,78.27,88.52,3.3,81.95,44,3.0,21,0,0
2,5,75,85.12,99.19,3.6,96.03,36,5.0,22,0,0
1,7,73,62.66,95.68,3.9,91.76,52,4.6,15,0,0
4,0,71,62.79,80.03,3.1,73.31,47,3.9,26,0,0
0,1,77,88.0,89.14,4.0,95.8,55,3.8,0,0,0
1,7,69,65.11,86.98,3.2,94.57,50,3.7,4,0,0
1,11,61,66.05,86.92,4.5,81.82,45,4.7,9,0,0
2,5,91,87.9,98.35,4.4,92.48,46,3.3,18,0,0
4,0,75,72.43,78.98,4.2,93.26,50,3.3,30,0,0
4,3,82,60.28,96.41,3.1,95.95,44,3.2,23,0,0
4,3,88,80.69,99.62,4.9,70.04,55,4.6,21,1,0
2,6,55,81.44,88.82,4.8,89.5,44,4.3,14,0,0
0,1,100,77.55,80.62,4.2,89.32,51,4.5,3,1,0
2,6,66,86.16,96.17,4.2,99.49,54,4.8,3,0,0
2,14,80,82.65,96.94,4.0,95.67,50,3.1,14,0,0
3,4,97,72.67,89.44,3.1,71.11,54,4.2,28,1,0
1,9,98,64.88,77.72,3.8,78.86,35,3.3,22,0,0
0,2,67,87.9,79.51,4.4,89.54,37,4.0,30,0,1
4,13,62,77.78,98.68,4.7,97.63,42,3.1,12,0,0
2,6,85,75.86,95.06,4.7,70.98,54,3.6,23,0,0
2,6,86,75.67,98.06,4.5,95.92,37,3.6,22,0,0
3,4,58,75.76,78.92,4.3,93.07,38,3.2,2,0,1
2,14,65,64.8,86.31,3.5,70.88,44,4.6,9,0,0
3,10,82,76.34,78.37,3.2,94.41,39,4.0,29,0,0
4,13,71,93.09,97.88,4.7,88.75,50,3.9,19,0,0
1,9,80,70.2,82.75,3.3,80.61,36,4.9,14,0,0
3,10,69,75.96,90.4,4.6,85.09,47,3.1,14,0,0
1,9,73,84.37,97.53,3.3,75.74,47,3.7,19,0,0
2,14,98,93.49,92.03,4.8,99.11,55,4.5,26,1,0
4,3,87,67.06,94.84,4.8,92.29,44,3.8,17,0,0
2,5,72,85.28,97.9,4.1,83.92,54,3.3,25,0,0
4,13,70,64.44,76.91,4.0,72.77,39,4.4,15,0,0
3,12,63,61.02,91.27,4.2,82.84,46,4.9,26,0,0
4,0,60,85.03,77.7,3.8,94.02,41,3.8,20,0,1
4,0,76,92.11,90.32,4.9,71.23,40,3.1,22,0,0
3,10,54,73.04,75.04,4.4,83.1,36,4.7,12,0,1
4,0,85,90.27,89.57,3.4,94.61,42,3.6,3,0,0
1,11,88,81.92,82.36,3.9,81.57,41,4.1,1,1,0
2,5,83,85.36,88.6,3.7,80.55,39,4.3,30,0,0
0,2,81,68.96,97.14,3.1,96.26,36,4.3,15,0,0
0,2,70,73.88,96.04,4.9,89.64,43,4.3,13,0,0
3,4,64,75.8,89.19,3.3,89.27,36,4.8,19,0,0
0,1,83,92.82,84.34,3.6,92.59,51,4.1,30,0,0
0,8,94,63.31,85.59,3.6,95.43,46,4.1,2,1,0
2,14,66,62.35,87.99,3.7,76.32,55,4.1,27,0,0
1,11,68,77.59,79.88,4.4,98.95,44,4.0,15,0,1
4,13,63,76.89,77.35,3.6,77.18,55,3.3,2,0,1
1,11,91,62.4,86.29,3.9,93.89,35,3.6,18,0,0
1,7,74,67.13,91.51,4.8,97.09,50,4.9,4,0,0
0,8,59,83.86,79.54,4.4,89.87,49,3.9,12,0,1
1,11,90,78.67,87.93,3.4,99.51,50,4.9,28,1,0
2,5,77,86.7,75.08,5.0,77.71,50,3.5,30,0,0
1,11,84,79.23,98.48,3.9,74.01,42,3.1,22,0,0
2,14,99,64.8,77.36,3.8,75.24,41,4.9,25,1,0
4,3,69,71.8,98.08,4.2,84.32,55,4.8,29,0,0
4,3,69,87.69,79.53,4.5,91.36,46,3.9,8,0,1
0,8,97,69.51,95.81,4.9,93.18,37,3.4,24,0,0
4,3,71,63.04,92.56,3.0,80.25,47,3.8,22,0,0
3,10,87,83.88,86.79,4.3,91.96,51,3.7,24,0,0
0,1,88,71.93,79.01,4.1,71.24,38,4.6,14,1,0
3,10,59,94.89,99.63,3.6,95.74,49,4.0,18,0,0
4,3,88,67.32,76.03,3.7,97.27,36,4.5,22,1,0
1,9,96,90.59,92.49,4.4,97.5,49,3.4,30,0,0
2,14,91,89.9,79.9,4.0,73.5,49,4.3,16,1,0
1,11,69,89.84,88.54,3.7,83.06,35,4.4,16,0,0
2,6,55,65.45,91.86,3.3,72.17,42,4.4,21,0,0
4,0,54,61.43,95.88,3.0,76.27,54,3.8,30,0,0
2,6,57,71.82,80.05,3.3,96.61,38,4.0,2,0,1
2,6,85,90.24,94.25,4.3,90.17,47,3.4,27,0,0
3,10,61,79.2,91.03,3.2,84.99,40,4.3,26,0,0
4,13,66,63.43,98.72,3.0,80.36,49,5.0,23,0,0
4,13,50,73.08,87.19,4.9,96.16,51,3.9,24,0,0
4,0,52,82.94,93.61,4.5,92.37,53,3.6,29,0,0
0,2,85,88.0,80.93,3.5,85.64,43,4.1,10,0,0
3,4,98,69.78,87.67,4.7,88.54,38,4.9,2,1,0
4,13,55,82.21,84.41,3.4,82.69,40,3.8,12,0,1
3,10,79,64.0,98.58,3.8,85.08,47,3.4,0,0,0
0,1,66,75.32,85.46,4.9,79.26,38,4.0,0,0,0
3,12,80,70.63,92.04,4.8,95.62,37,3.1,13,0,0
0,8,78,88.75,98.53,3.4,84.41,44,4.1,1,0,0
1,9,56,69.1,84.3,3.6,91.57,42,3.1,26,0,1
1,11,60,91.21,92.35,3.3,95.85,50,4.4,29,0,0
3,10,88,72.68,80.94,3.1,95.81,46,3.6,11,0,0
3,10,77,89.04,91.14,3.6,75.22,46,4.5,22,0,0
1,9,59,90.81,79.71,4.2,94.04,45,4.6,10,0,1
3,12,75,89.93,80.75,4.3,84.02,46,4.9,21,0,0
4,0,61,92.58,83.95,4.9,89.83,46,5.0,6,0,1
1,9,83,73.23,83.18,3.3,70.11,52,3.7,24,0,0
0,8,56,71.17,86.78,3.1,92.87,44,4.9,5,0,0
1,9,89,78.47,92.26,3.4,88.1,35,4.1,25,1,0
1,9,50,78.04,93.33,3.9,93.57,41,3.8,6,0,0
4,3,96,83.13,76.73,4.0,77.98,49,3.3,0,0,0
3,10,75,91.88,82.33,4.1,80.17,41,4.1,24,0,0
2,5,97,92.31,75.91,4.9,99.62,40,3.7,26,0,0
3,4,73,91.85,79.81,4.8,94.98,45,4.3,20,0,0
3,10,82,75.33,99.97,4.4,74.23,53,3.3,17,0,0
3,4,52,90.77,79.97,4.3,88.16,37,4.3,12,0,1
0,2,59,61.41,99.13,3.9,76.28,45,3.4,10,0,0
0,1,97,69.21,93.34,4.2,76.38,51,4.3,27,1,0
2,5,68,63.56,80.83,3.8,95.41,45,4.3,3,0,1
3,12,73,69.99,76.11,3.7,81.31,55,4.2,28,0,0
3,4,53,69.11,85.84,4.6,86.05,54,4.7,27,0,0
0,8,93,60.1,76.83,3.1,76.8,40,3.5,9,0,0
0,1,91,76.43,87.32,4.0,93.17,38,4.9,26,1,0
4,13,57,69.93,79.47,3.7,74.74,51,4.6,28,0,1
2,5,51,91.26,80.27,4.9,86.15,48,4.2,8,0,1
3,12,69,81.72,88.14,3.7,78.33,48,4.9,2,0,0
0,8,86,89.14,81.28,4.1,88.52,53,4.1,28,1,0
4,3,94,85.29,89.14,4.1,85.71,44,4.1,28,1,0
0,1,88,90.85,86.07,3.9,94.16,40,4.5,21,1,0
3,4,94,86.13,86.42,4.0,97.74,38,4.6,27,1,0
0,2,63,61.77,90.03,4.4,79.07,40,3.7,5,0,0
0,8,55,73.1,76.01,4.9,70.48,45,4.4,19,0,1
4,3,75,87.55,90.57,3.3,77.92,41,4.1,15,0,0
4,0,98,83.32,75.11,3.4,81.51,35,4.8,3,1,0
1,7,99,68.63,78.93,4.8,86.44,42,3.1,28,0,0
2,5,66,71.65,85.44,3.9,97.17,39,4.5,14,0,0
0,1,68,66.26,87.5,4.2,71.44,41,3.6,8,0,0
0,8,80,61.97,99.82,3.8,78.82,42,4.4,9,0,0
0,1,100,90.5,88.31,4.4,95.61,39,4.2,25,1,0
3,12,50,83.72,80.44,3.1,94.81,35,3.6,5,0,1
2,14,64,83.72,93.54,4.8,98.21,51,4.6,30,0,0
1,9,66,69.52,90.43,3.9,71.63,39,3.3,12,0,0
0,8,70,77.22,77.97,4.2,91.86,40,4.8,14,0,0
0,8,83,79.04,78.8,3.7,83.58,35,4.0,13,0,0
3,4,86,70.41,98.32,4.0,99.35,38,4.0,2,0,0
1,9,87,82.14,91.39,3.7,93.0,44,3.2,1,0,0
2,5,52,64.93,92.65,3.0,77.73,43,4.0,15,0,0
2,5,67,87.86,75.38,5.0,73.89,48,4.1,8,0,1
4,13,63,69.68,87.01,3.6,81.33,42,4.3,9,0,0
3,4,66,67.12,79.81,4.9,88.21,41,5.0,19,0,1
1,9,87,64.8,77.71,4.9,78.75,38,3.1,2,0,0
0,8,76,60.28,98.92,3.8,70.06,38,3.2,24,0,0
2,6,90,72.39,83.11,3.6,86.26,45,3.3,7,0,0
2,5,70,83.01,78.78,4.6,75.91,42,3.8,13,0,0
0,2,68,62.64,90.03,4.8,89.23,41,4.7,24,0,0
2,5,70,68.39,92.57,4.0,88.34,38,3.3,12,0,0
0,8,70,86.42,75.65,4.9,73.51,36,4.0,26,0,0
3,10,73,65.57,86.93,4.8,81.61,47,4.4,18,0,0
4,3,62,64.09,78.52,5.0,77.08,50,3.0,1,0,1
1,9,63,63.17,97.46,3.7,99.89,36,4.2,10,0,0
0,8,86,73.3,76.0,4.0,93.94,53,4.8,17,1,0
0,8,54,71.48,99.93,4.9,92.17,47,3.1,28,0,0
1,9,60,65.14,84.35,3.3,86.8,40,4.0,9,0,1
4,3,77,73.85,79.5,3.4,99.91,48,3.9,2,0,0
